City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
219,berriane,32.8265,3.7669,19.51,27,100,3.55,DZ,1731877694
220,el calafate,-50.3408,-72.2768,10.93,59,48,5.76,AR,1731877695
221,newport,51.5877,-2.9984,10.06,93,100,4.42,GB,1731877608
222,munsan,37.8594,126.785,0.76,27,0,4.57,KR,1731877697
223,bandundu,-3.3167,17.3667,22.28,94,64,0.15,CD,1731877699
224,nsanje,-16.92,35.262,24.46,82,82,2.67,MW,1731877599
225,yakeshi,49.2833,120.7333,-22.07,95,5,1.55,CN,1731877701
226,yuzhno-kurilsk,44.0306,145.8556,1.42,86,100,9.88,RU,1731877702
227,holdrege,40.4403,-99.3698,12.95,38,0,2.57,US,1731877703
228,wagar,16.1525,36.2032,27.59,46,0,4.62,SD,1731877704
229,xinzhi,36.4989,111.7047,7.63,52,100,2.36,CN,1731877705
230,hanzhong,33.0728,107.0303,6.75,91,100,2.62,CN,1731877706
231,geraldton,-28.7667,114.6,25.23,36,19,8.17,AU,1731877708
232,daru,-9.0763,143.2092,26.87,84,98,5.47,PG,1731877709
233,aweil,8.7682,27.4002,28.7,46,99,0.81,SS,1731877710
234,totoras,-32.5844,-61.1685,19.23,65,100,6.75,AR,1731877712
235,tarakan,3.3,117.6333,26.16,84,80,2.88,ID,1731877713
236,veraval,20.9,70.3667,25.82,40,0,3.63,IN,1731877714
237,manismata,-2.4667,111.0333,22.79,99,95,0.91,ID,1731877716
238,udachny,66.4167,112.4,-14.26,96,100,4.22,RU,1731877653
239,bogale,16.2833,95.4,22.42,85,30,2.88,MM,1731877692
240,al kharijah,25.4514,30.5464,18.28,47,2,3.36,EG,1731877719
241,severo-yeniseyskiy,60.3725,93.0408,-6.4,89,100,5.53,RU,1731877720
242,san mariano,7.5,126.0,21.53,95,52,1.16,PH,1731877721
243,gaspe,48.8334,-64.4819,3.65,92,85,2.84,CA,1731877642
244,kindu,-2.95,25.95,21.39,94,60,0.39,CD,1731877724
245,yuxi,24.355,102.5422,9.06,88,5,0.96,CN,1731877725
246,smithers,54.7804,-127.1743,1.32,76,95,1.0,CA,1731877726
247,nikolayevsk-on-amure,53.1406,140.73,-13.66,87,100,5.93,RU,1731877727
248,manakara,-22.1333,48.0167,23.16,91,50,2.62,MG,1731877728
249,argostolion,38.1811,20.489,14.19,71,0,2.91,GR,1731877729
250,minas de marcona,-15.2119,-75.1103,18.83,59,23,6.49,PE,1731877730
251,buka,40.8108,69.1986,8.18,47,100,1.25,UZ,1731877732
252,sligo,54.2697,-8.4694,7.74,84,98,2.79,IE,1731877465
253,tucuma,-0.1833,-50.05,28.28,68,6,4.76,BR,1731877735
254,souillac,-20.5167,57.5167,24.21,73,40,5.14,MU,1731877738
255,egilsstadir,65.2653,-14.3948,-5.05,93,100,2.57,IS,1731880096
256,sao gabriel da cachoeira,-0.1303,-67.0892,27.11,81,88,1.28,BR,1731880097
257,sao paulo de olivenca,-3.3783,-68.8725,28.61,71,99,0.51,BR,1731880098
258,sitia,35.2,26.0986,15.99,65,85,5.58,GR,1731880099
259,touros,-5.1989,-35.4608,25.78,78,5,7.01,BR,1731880101
260,carbonear,47.7332,-53.2148,12.35,96,100,3.09,CA,1731880102
261,san antonio de pale,-1.4014,5.6325,26.01,85,46,4.9,GQ,1731880103
262,dahlonega,34.5326,-83.9849,17.57,61,100,1.66,US,1731879823
263,conde,-7.2597,-34.9075,24.7,94,75,6.17,BR,1731880071
264,labrador city,52.9463,-66.9114,-1.57,90,75,5.81,CA,1731880063
265,tumayr,25.7039,45.868,20.86,28,0,3.15,SA,1731880108
266,fort-shevchenko,44.5086,50.263,5.98,82,99,5.14,KZ,1731880109
267,northam,51.0333,-4.2167,12.56,89,91,8.04,GB,1731880110
268,nizhnegorskiy,45.4479,34.7384,7.66,81,61,1.18,UA,1731880111
269,filingue,14.3521,3.3168,24.82,13,1,4.31,NE,1731880112
270,vila velha,-20.3297,-40.2925,23.97,91,75,1.54,BR,1731879825
271,island harbour,50.724,-1.2758,10.57,66,68,2.24,GB,1731880114
272,pitimbu,-7.4706,-34.8086,25.91,77,45,6.5,BR,1731880116
273,klyuchi,52.2667,79.1667,-3.44,90,93,3.64,RU,1731880117
274,mozarlandia,-14.7447,-50.5706,24.54,83,85,1.92,BR,1731880064
275,springs,-26.25,28.4,18.7,79,95,1.66,ZA,1731880119
276,fuglafjordur,62.244,-6.814,1.8,58,100,10.47,FO,1731880120
277,ebon,4.582,168.6964,28.29,75,86,3.47,MH,1731880121
278,ghanzi,-21.5667,21.7833,26.07,28,19,2.81,BW,1731880122
279,clinton,42.587,-82.9199,12.74,79,100,3.6,US,1731879946
280,abepura,-2.6333,140.5833,27.45,78,20,2.57,ID,1731880125
281,tengrela,10.4869,-6.4097,24.05,25,0,1.48,CI,1731880126
282,kudahuvadhoo,2.6708,72.8944,27.15,80,100,5.05,MV,1731880127
283,port augusta,-32.5,137.7667,18.2,53,8,6.74,AU,1731880128
284,saldanha,-33.0117,17.9442,16.03,91,1,6.41,ZA,1731879960
285,agat village,13.3886,144.6585,27.42,86,0,3.6,GU,1731880131
286,tinghir,31.5157,-5.5343,12.74,78,85,0.83,MA,1731880132
287,masterton,-40.9597,175.6575,15.91,48,0,3.97,NZ,1731880133
288,hasaki,35.7333,140.8333,15.14,79,100,11.6,JP,1731880134
289,holualoa,19.6228,-155.9522,27.13,76,20,4.12,US,1731880135
290,hotan,37.0997,79.9269,5.83,51,99,1.04,CN,1731880136
291,petropavlovsk-kamchatsky,53.0452,158.6483,3.33,93,100,6.0,RU,1731880137
292,cockburn town,21.4612,-71.1419,26.23,60,26,6.51,TC,1731880139
293,lerwick,60.1545,-1.1494,3.88,64,92,10.66,GB,1731880140
294,bubaque,11.2833,-15.8333,28.5,72,91,5.89,GW,1731880141
295,sittwe,20.15,92.9,21.74,84,36,2.68,MM,1731880142
296,las trojes,14.0667,-85.9833,21.12,97,100,0.73,HN,1731880143
297,brookings,44.3114,-96.7984,12.25,47,0,7.2,US,1731879893
298,genhe,50.7833,121.5167,-23.35,98,6,1.44,CN,1731880145
299,kauhava,63.103,23.0713,0.22,94,99,2.77,FI,1731880147
300,carnarvon,-24.8667,113.6333,21.1,79,0,2.55,AU,1731880148
301,tura,25.5198,90.2201,17.36,95,0,1.74,IN,1731880149
302,quellon,-43.1167,-73.6167,11.61,70,0,6.15,CL,1731880150
303,east london,-33.0153,27.9116,18.87,85,0,6.11,ZA,1731880151
304,lijiang,26.8688,100.2207,3.47,88,0,1.67,CN,1731880152
305,telimele,10.9167,-13.3333,23.64,74,100,1.0,GN,1731880153
306,hsinchu,24.8036,120.9686,20.5,84,21,4.02,TW,1731880155
307,jinchang,38.4953,102.1739,1.62,55,100,1.07,CN,1731880156
308,itaunja,27.0833,80.9167,18.27,46,0,2.03,IN,1731880157
309,tharad,24.3961,71.6267,21.65,32,0,2.43,IN,1731880158
310,antofagasta,-23.65,-70.4,19.6,82,38,3.35,CL,1731880055
311,la passe,45.5549,-0.8967,11.45,79,91,2.9,FR,1731880160
312,fenoarivo atsinanana,-17.3667,49.4167,24.31,82,54,0.56,MG,1731880162
313,baruun-urt,46.6806,113.2792,-9.03,36,7,2.58,MN,1731880163
314,lintong,34.378,109.2089,5.45,85,100,2.78,CN,1731880165
315,puerto baquerizo moreno,-0.9,-89.6,24.55,65,40,5.66,EC,1731880027
316,myitkyina,25.3833,97.4,15.19,87,0,1.14,MM,1731880167
317,hailey,43.5196,-114.3153,3.28,69,100,2.06,US,1731880169
318,ribeira brava,32.65,-17.0667,21.35,70,87,2.75,PT,1731880170
319,sovetskaya gavan',48.9723,140.2878,-8.6,62,98,5.88,RU,1731880171
320,puerto aysen,-45.4,-72.7,12.62,78,81,1.76,CL,1731880172
321,al jawf,29.5,38.75,17.24,46,50,0.67,SA,1731880173
322,saint-pierre,-21.3393,55.4781,22.82,68,0,5.66,RE,1731880174
323,sisimiut,66.9395,-53.6735,-10.33,62,0,6.7,GL,1731880175
324,tillaberi,14.2117,1.4531,25.95,12,2,4.38,NE,1731880176
