City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,rochester,43.1548,-77.6156,9.79,76,100,0.45,US,1731879752
361,madalena,41.2162,-8.3345,14.32,91,65,1.21,PT,1731880220
362,cape coast,5.1053,-1.2466,26.82,81,38,3.39,GH,1731880215
363,rosetta,31.4044,30.4164,19.39,68,1,6.86,EG,1731880222
364,mukalla,14.5425,49.1242,25.87,59,75,1.94,YE,1731880223
365,cedeira,43.6797,-8.0209,13.87,98,100,6.76,ES,1731880225
366,puerto maldonado,-12.6,-69.1833,28.22,74,20,4.12,PE,1731880226
367,amarante do maranhao,-5.5667,-46.7422,28.66,48,38,0.59,BR,1731880120
368,galesburg,40.9478,-90.3712,15.57,79,100,2.06,US,1731880228
369,heihe,50.2441,127.4902,-16.68,67,0,5.9,CN,1731880229
370,guerrero negro,27.9769,-114.0611,18.09,49,0,10.63,MX,1731880230
371,artesia,33.8658,-118.0831,21.74,32,0,3.13,US,1731880231
372,katsuura,35.1333,140.3,15.86,86,100,10.6,JP,1731880233
373,santa cruz del sur,20.7147,-77.9956,25.77,65,71,6.66,CU,1731880234
374,padina,45.1181,20.7272,2.89,66,65,1.58,RS,1731880235
375,gamboma,-1.8764,15.8644,23.51,85,85,0.92,CG,1731880236
376,sitka,57.0531,-135.33,3.94,87,100,1.54,US,1731880237
377,mil'kovo,55.6078,37.7956,4.24,61,100,5.59,RU,1731880238
378,lorengau,-2.0226,147.2712,28.37,78,88,2.77,PG,1731880239
379,rudsar,37.1376,50.288,14.06,96,100,2.49,IR,1731880241
380,kokomo,40.4864,-86.1336,15.01,80,0,5.66,US,1731880228
381,muleba,-1.8397,31.6544,19.81,71,31,1.89,TZ,1731880243
382,vadso,70.0744,29.7487,2.09,87,40,4.12,NO,1731880244
383,port saint john's,-31.6229,29.5448,19.7,89,9,3.32,ZA,1731880245
384,mariental,-24.6333,17.9667,28.17,17,77,4.7,NA,1731880246
385,i-n-salah,27.1935,2.4607,23.23,17,94,4.56,DZ,1731880247
386,hamilton,39.1834,-84.5333,17.91,68,0,6.17,US,1731879993
387,pontianak,-0.0333,109.3333,24.99,100,100,1.54,ID,1731880250
388,mhamid,29.82,-5.72,19.63,45,100,2.54,MA,1731880253
389,kertih,4.5141,103.4483,24.01,100,100,0.0,MY,1731880254
390,kapa'a,22.0752,-159.319,27.18,72,75,8.23,US,1731880256
391,berezovo,63.9381,65.0419,-1.97,91,98,4.45,RU,1731880257
392,peterhead,57.5058,-1.7981,4.85,58,35,10.88,GB,1731880258
393,sao joao da barra,-21.6403,-41.0511,25.05,85,72,6.96,BR,1731880259
394,papao,-17.75,-149.55,29.82,84,100,9.41,PF,1731880260
395,keila,59.3036,24.4131,4.01,93,40,4.63,EE,1731880261
396,fale old settlement,-9.3852,-171.2468,28.07,75,9,6.4,TK,1731880262
397,cromer,52.9312,1.2989,4.0,74,100,6.58,GB,1731880264
398,chaman,30.9236,66.4512,11.1,45,32,1.32,PK,1731880265
399,padang,-0.9492,100.3543,24.03,90,100,1.75,ID,1731880266
400,mcalester,34.9334,-95.7697,23.05,68,75,0.0,US,1731880267
401,oppdal,62.5943,9.6912,-6.14,95,100,4.42,NO,1731880084
402,vila franca do campo,37.7167,-25.4333,19.23,99,72,9.17,PT,1731880269
403,helong,42.5397,128.9972,-8.65,40,0,4.7,CN,1731880271
404,sint michiel liber,12.15,-68.9833,30.9,74,20,3.09,CW,1731880272
405,vilyuysk,63.7553,121.6247,-17.47,97,98,2.48,RU,1731880273
406,gobabis,-22.45,18.9667,25.41,35,67,1.44,NA,1731880274
407,hadyach,50.3711,33.991,3.33,93,53,5.78,UA,1731880275
408,aykhal,66.0,111.5,-13.89,95,100,6.13,RU,1731880276
409,axim,4.8699,-2.2405,26.18,82,45,3.51,GH,1731880277
410,patacamaya,-17.2333,-67.9167,14.18,52,100,3.92,BO,1731880279
411,lakatoro,-16.0999,167.4164,27.89,68,100,3.96,VU,1731880280
412,longmen,24.9597,118.0889,17.48,94,88,2.09,CN,1731880281
413,nizhniy odes,63.6445,54.856,-3.29,89,34,4.75,RU,1731880282
414,nova sintra,14.8667,-24.7167,24.95,73,53,4.97,CV,1731880283
415,rio branco,-9.9747,-67.81,25.34,88,100,4.12,BR,1731880030
416,santa cruz,-17.8,-63.1667,33.03,58,20,6.17,BO,1731880240
417,at taj,24.2049,23.2857,16.1,52,0,3.75,LY,1731880286
418,el granada,37.5027,-122.4694,15.48,75,100,2.06,US,1731880288
419,labytnangi,66.6572,66.4183,-15.47,98,92,1.84,RU,1731880289
420,nha trang,12.25,109.1833,25.0,83,99,2.63,VN,1731880290
421,praia,14.9215,-23.5087,24.3,78,40,4.12,CV,1731880291
422,gaiman,-43.2897,-65.4929,27.11,10,0,4.68,AR,1731880292
423,port-vila,-17.7338,168.3219,27.78,78,75,1.54,VU,1731880293
424,siguiri,11.6667,-9.5,24.6,23,72,1.14,GN,1731880294
425,hithadhoo,-0.6,73.0833,25.29,92,100,7.52,MV,1731880296
426,queenstown,-31.8976,26.8753,16.86,85,0,0.74,ZA,1731880297
427,midvagur,62.0511,-7.1939,0.46,59,75,6.69,FO,1731880298
428,lethem,3.3803,-59.7968,29.49,55,77,3.47,GY,1731880299
429,kushiro,42.975,144.3747,2.53,87,75,3.6,JP,1731880300
430,nadym,65.5333,72.5167,-7.94,97,100,1.71,RU,1731880301
431,okhotsk,59.3833,143.3,-13.89,68,100,16.11,RU,1731880302
432,kyzylorda,44.8528,65.5092,-0.99,100,100,3.0,KZ,1731880304
433,nyala,12.05,24.8833,24.61,23,100,7.22,SD,1731880305
434,tamandare,-8.7597,-35.1047,25.3,81,11,5.48,BR,1731880306
435,iskateley,67.6803,53.1512,-11.97,95,59,3.63,RU,1731880307
436,tafresh,34.692,50.013,6.49,50,45,1.79,IR,1731880308
437,watford city,47.8022,-103.2832,6.92,65,67,6.17,US,1731880309
438,jega,12.2175,4.3792,23.4,20,0,4.4,NG,1731880310
439,remire-montjoly,4.9167,-52.2667,27.02,89,0,1.54,GF,1731880312
440,klaksvik,62.2266,-6.589,2.82,57,100,11.67,FO,1731880313
441,dingli,35.8614,14.3822,18.78,88,20,3.6,MT,1731880314
442,kristiansund,63.1115,7.732,4.51,60,75,5.66,NO,1731880315
443,san patricio,28.017,-97.5169,29.97,66,94,9.28,US,1731880316
444,paka,4.6374,103.4368,23.96,100,100,0.0,MY,1731880317
445,cidreira,-30.1811,-50.2056,21.99,87,55,7.81,BR,1731880318
446,bardai,11.65,7.2333,19.33,24,2,3.98,NG,1731880320
447,kiunga,-6.1219,141.2906,25.13,94,87,1.41,PG,1731880321
448,puerto carreno,6.189,-67.4859,32.99,58,20,1.03,CO,1731880322
449,igarka,67.4667,86.5833,-5.86,96,100,4.62,RU,1731880323
450,banda aceh,5.5577,95.3222,25.22,84,68,4.48,ID,1731880324
451,porto novo,6.4965,2.6036,27.9,77,12,2.48,BJ,1731880325
452,debark',13.1561,37.8981,11.13,44,3,0.84,ET,1731880326
453,leua,48.2156,18.6071,2.3,86,55,1.84,SK,1731880327
454,peace river,56.2501,-117.286,0.17,86,100,5.14,CA,1731880043
455,kampene,-3.6,26.6667,19.46,98,40,0.47,CD,1731880331
456,santa isabel,-23.3156,-46.2214,23.61,96,6,1.93,BR,1731880332
457,olyokminsk,60.3736,120.4264,-14.91,95,100,2.66,RU,1731880333
458,qoryooley,1.7878,44.53,25.07,90,100,2.89,SO,1731880336
459,santa ana,33.7456,-117.8678,22.17,28,0,4.12,US,1731879720
460,victorica,-36.2151,-65.4359,19.05,37,89,6.37,AR,1731880338
461,cosala,24.4125,-106.6908,20.13,95,97,0.6,MX,1731880339
462,mogadishu,2.0371,45.3438,26.74,82,100,5.06,SO,1731880340
463,zhigalovo,54.8097,105.1578,-8.05,93,100,0.92,RU,1731880341
464,haiku-pauwela,20.9219,-156.3051,28.01,60,20,9.77,US,1731880342
465,dumai,1.6833,101.45,22.7,99,100,0.56,ID,1731880344
466,salida,37.7058,-121.0849,17.83,38,13,0.45,US,1731880345
467,labasa,-16.4167,179.3833,28.86,64,83,3.52,FJ,1731880346
468,mlimba,-8.8,35.8167,24.79,73,49,1.6,TZ,1731880347
469,eastham,41.8301,-69.9739,9.97,70,0,2.8,US,1731880348
470,sola,-13.8833,167.55,28.37,70,20,0.0,VU,1731880349
471,sibu,2.3,111.8167,24.17,100,40,1.03,MY,1731880350
472,jebba,9.1333,4.8333,24.89,32,0,0.86,NG,1731880351
473,basoko,1.2391,23.616,21.61,92,64,1.05,CD,1731880353
474,bairnsdale,-37.8333,147.6167,16.14,62,32,1.34,AU,1731880354
475,novodvinsk,64.4165,40.8122,0.86,90,84,3.03,RU,1731880355
476,ar ruways,24.1103,52.7306,22.86,62,0,0.86,AE,1731880356
477,manadhoo,5.7667,73.3833,27.54,77,97,2.88,MV,1731880357
478,tevriz,57.509,72.4042,1.1,97,100,5.63,RU,1731880358
479,krizevci,46.0219,16.5425,2.82,88,28,0.99,HR,1731880359
480,krasnyy chikoy,50.3643,108.7512,-12.21,87,100,0.72,RU,1731880361
481,gabes,33.8815,10.0982,18.98,42,0,6.69,TN,1731880362
482,aioun,16.6614,-9.6149,30.04,12,99,5.5,MR,1731880363
483,agartala,23.8364,91.275,16.97,83,0,1.63,IN,1731880364
484,tharangambadi,11.0319,79.8528,25.73,81,62,4.92,IN,1731880365
485,sabha,27.0377,14.4283,18.88,29,0,3.42,LY,1731880366
486,okahao,-17.885,15.0667,27.33,41,96,5.42,NA,1731880367
487,ust-nera,64.5667,143.2,-31.27,100,100,0.94,RU,1731880369
488,tazacorte,28.629,-17.9293,19.54,88,20,3.58,ES,1731880370
489,hammerfest,70.6634,23.6821,2.25,80,40,1.03,NO,1731880371
490,altai,46.3722,96.2583,-8.82,43,7,0.79,MN,1731880372
491,betio village,1.358,172.9211,30.02,69,21,7.26,KI,1731880373
492,xunchang,28.4543,104.715,9.45,83,100,1.17,CN,1731880374
493,vallo della lucania,40.2297,15.2658,11.47,83,81,0.92,IT,1731880375
494,happy valley-goose bay,53.3168,-60.3315,2.17,93,100,2.06,CA,1731880377
495,jesus maria,-30.9815,-64.0942,14.02,87,100,7.7,AR,1731880378
496,langepas,61.2544,75.2124,0.73,97,100,9.95,RU,1731880379
497,concepcion,-36.827,-73.0498,17.89,55,0,5.14,CL,1731880113
498,puerto deseado,-47.7503,-65.8938,11.99,54,76,12.9,AR,1731880381
499,laoang,12.5,125.0167,24.4,96,100,1.5,PH,1731880382
500,ulety,51.3572,112.4849,-18.37,100,100,0.3,RU,1731880383
501,bafoulabe,13.8065,-10.8321,29.49,14,93,2.91,ML,1731880386
502,trenton,40.217,-74.7429,14.68,43,100,2.08,US,1731880266
503,dunedin,-45.8742,170.5036,14.89,68,10,4.02,NZ,1731880388
504,mar del plata,-38.0023,-57.5575,15.01,74,20,8.23,AR,1731880232
505,as sulayyil,20.4607,45.5779,20.44,35,0,2.77,SA,1731880392
506,moussoro,13.6408,16.4901,24.54,17,52,6.44,TD,1731880393
507,fort bragg,35.139,-79.006,19.91,53,0,3.09,US,1731880394
508,tabou,4.423,-7.3528,26.16,85,38,3.48,CI,1731880395
509,tadine,-21.55,167.8833,24.98,65,50,6.17,NC,1731880396
510,ghadamis,30.1337,9.5007,18.67,35,2,2.63,LY,1731880397
511,tchintabaraden,15.8969,5.7985,23.26,15,0,4.96,NE,1731880398
512,sainte-rose,16.3324,-61.6979,28.02,78,75,1.54,GP,1731880400
513,bengkulu,-3.8004,102.2655,23.45,93,100,3.64,ID,1731880401
514,ta`u,-14.2336,-169.5144,26.73,81,99,7.81,AS,1731880402
515,safford,32.834,-109.7076,16.53,33,100,5.14,US,1731880163
516,qulsary,46.9531,54.0198,5.89,85,100,4.08,KZ,1731880405
517,tougue,11.4667,-11.6,22.31,42,87,0.51,GN,1731880406
518,zahedan,29.4963,60.8629,8.95,53,0,2.06,IR,1731880408
519,loiza,18.4313,-65.8802,27.99,81,75,6.17,PR,1731880409
520,salalah,17.0151,54.0924,25.05,69,0,1.54,OM,1731880410
521,zheleznogorsk-ilimskiy,56.5768,104.1217,-6.25,86,100,3.4,RU,1731880411
522,narragansett,41.4501,-71.4495,15.25,31,0,2.06,US,1731880412
523,tshabong,-26.05,22.45,29.28,15,50,5.07,BW,1731880413
524,arno,60.1167,18.6333,3.2,83,79,5.99,SE,1731880414
525,oyem,1.5995,11.5793,19.8,97,49,1.17,GA,1731880416
526,arauca,7.0847,-70.7591,31.98,62,40,1.51,CO,1731880242
527,princeville,45.7668,-61.2985,7.52,95,100,3.6,CA,1731880419
528,xiangtan,27.85,112.9,10.2,79,100,4.61,CN,1731880420
529,angul,20.85,85.1,16.99,65,5,1.6,IN,1731880421
530,mejit,10.2753,170.8646,28.57,76,18,8.01,MH,1731880422
531,gubkinskiy,64.434,76.5026,-2.86,97,100,3.53,RU,1731880424
532,oruro,-17.9833,-67.15,13.5,50,100,6.69,BO,1731880409
533,vytegra,61.0064,36.4481,5.06,68,65,5.62,RU,1731880426
534,mantua,45.1667,10.7833,7.21,93,100,2.27,IT,1731880427
535,makokou,0.5738,12.8642,22.08,88,72,0.86,GA,1731880428
536,campanario,38.8644,-5.6174,14.32,75,73,1.05,ES,1731880429
537,villa maria grande,-31.6656,-59.9018,19.19,86,100,7.28,AR,1731880430
538,lucerne valley,34.4439,-116.9678,15.74,16,0,3.23,US,1731880432
539,salvador,13.8333,-88.9167,22.02,99,100,1.13,SV,1731879876
540,sydney,-33.8679,151.2073,19.84,64,75,3.09,AU,1731879929
541,bhabhua,25.05,83.6167,17.18,48,0,2.05,IN,1731880435
542,uzgen,40.7699,73.3007,5.53,52,99,1.92,KG,1731880436
543,ciudad lazaro cardenas,17.9583,-102.2,28.76,65,16,3.56,MX,1731880437
544,nantucket,41.2835,-70.0995,11.06,54,0,0.0,US,1731880266
545,helena,46.5927,-112.0361,9.55,53,75,3.6,US,1731880248
546,gargalianoi,37.0667,21.6333,14.16,69,85,4.58,GR,1731880444
547,christchurch,-43.5333,172.6333,17.4,65,1,9.26,NZ,1731880117
548,hancheng,32.5186,112.3522,10.19,58,100,3.4,CN,1731880447
549,umm kaddadah,13.6017,26.6876,23.13,20,98,6.61,SD,1731880448
550,inhambane,-23.865,35.3833,22.82,84,5,3.68,MZ,1731880449
551,aljezur,37.3191,-8.8033,16.02,92,78,2.96,PT,1731880450
552,itacoatiara,-3.1431,-58.4442,29.5,60,67,1.21,BR,1731880451
553,kununurra,-15.7667,128.7333,25.99,83,16,2.06,AU,1731880227
554,quesnel,52.9999,-122.5029,4.28,65,75,3.09,CA,1731880453
555,reserva,-24.6503,-50.8506,22.34,66,38,1.61,BR,1731880455
